PARCEL_ID	FULLTEXT	TYPE	TOWN	PLAT	BLOCK	LOT	BLM	RANGE	TOWNSHIP	SECTION	PART	DESCRIP	AREA
4010	Nauvoo:Nauvoo:80:2::Commence 86 feet from Northwest corner said Block; East 52 feet; South 72 feet; West 52 feet; North 72 feet to beginning.	town	Nauvoo	Nauvoo	80	2						Commence 86 feet from Northwest corner said Block; East 52 feet; South 72 feet; West 52 feet; North 72 feet to beginning.	
4011	East/2 East/2 Northeast/4 S15 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	15	East/2 East/2 Northeast/4		
4012	Northeast/4 Northeast/4 S15 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	15	Northeast/4 Northeast/4		
4013	East/2 Northwest/4 Northeast/4 S15 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	15	East/2 Northwest/4 Northeast/4		
4014	West/2 Northeast/4 Northeast/4 S15 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	15	West/2 Northeast/4 Northeast/4		
4015	Nauvoo:Nauvoo:99:3 and 4::	town	Nauvoo	Nauvoo	99	3 and 4							
4016	Nauvoo:Nauvoo:139:1:South/2 and Northwest/4:	town	Nauvoo	Nauvoo	139	1					South/2 and Northwest/4		
4017	Nauvoo:Herringshaw and Thompson Second:7:2:North/2:	town	Nauvoo	Herringshaw and Thompson Second	7	2					North/2		
4018	Southwest/4 Northeast/4 S6 T3 North R5 West 4th PM: 	plss					4th PM	5 West	3 North	6	Southwest/4 Northeast/4		40
4019	Nauvoo:Wells:12:1::Beginning 6 Rods West of Northeast corner; West to Northwest corner; South 8 Rods; East 6 Rods; North 8 Rods to beginning.	town	Nauvoo	Wells	12	1						Beginning 6 Rods West of Northeast corner; West to Northwest corner; South 8 Rods; East 6 Rods; North 8 Rods to beginning.	
4020	Nauvoo:Wells:26:2:68 1/2 feet of North end of West/2:	town	Nauvoo	Wells	26	2					68 1/2 feet of North end of West/2		24 square Rods
4021	West/2 Southeast/4 Northwest/4 S1 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	1	West/2 Southeast/4 Northwest/4		20
4022	East/2 Southeast/4 Northwest/4 S1 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	1	East/2 Southeast/4 Northwest/4		21.52
4023	Nauvoo:Kimball:2:69::Commence center Mulholland Street to West line Lot 69; East to center Winchester Street; North to center Knight Street; West to West line said Lot; South to beginning; formerly occupied by Hey E. Lamoeaux.	town	Nauvoo	Kimball	2	69						Commence center Mulholland Street to West line Lot 69; East to center Winchester Street; North to center Knight Street; West to West line said Lot; South to beginning; formerly occupied by Hey E. Lamoeaux.	
4024	Nauvoo:Nauvoo:140:3:North/2:	town	Nauvoo	Nauvoo	140	3					North/2		
4025	Nauvoo:Nauvoo:151:2:West/2:	town	Nauvoo	Nauvoo	151	2					West/2		
4026	South/2 Southwest/4 S1 T5 North R8 West 4th PM: 	plss					4th PM	8 West	5 North	1	South/2 Southwest/4		
4027	Nauvoo:Kimball:3:12::Commence 14 Rods from Northwest corner; South 30 feet; East to West line Wells Street; North 30 feet; West 3 ½ Rods to beginning.	town	Nauvoo	Kimball	3	12						Commence 14 Rods from Northwest corner; South 30 feet; East to West line Wells Street; North 30 feet; West 3 ½ Rods to beginning.	
4028	Nauvoo:Nauvoo:140:4::	town	Nauvoo	Nauvoo	140	4							
4029	Nauvoo:Nauvoo:140:3 and 4::	town	Nauvoo	Nauvoo	140	3 and 4							
4030	Nauvoo:Nauvoo:132:1 and 2::	town	Nauvoo	Nauvoo	132	1 and 2							
4031	Nauvoo:Nauvoo:154:2:East/2:	town	Nauvoo	Nauvoo	154	2					East/2		
4032	Nauvoo:Nauvoo:150:4::Excluding 50 feet East/West by 58 feet North/South in Southeast corner; in Hancock County, Illinois.	town	Nauvoo	Nauvoo	150	4						Excluding 50 feet East/West by 58 feet North/South in Southeast corner; in Hancock County, Illinois.	
4033	Nauvoo:Nauvoo:132:1, 2, and 3::	town	Nauvoo	Nauvoo	132	1, 2, and 3							
4034	Part South/4 S2 T6 North R9 West 4th PM: That part which lies South and West of the town plat; West of a line due South of the Southeast corner of Lot 2 on Block 154 in Nauvoo. Also margin of river between town plat and Mississippi River and reversionary interest in the streets on Southwest/4 said section.	plss					4th PM	9 West	6 North	2	Part South/4	That part which lies South and West of the town plat; West of a line due South of the Southeast corner of Lot 2 on Block 154 in Nauvoo. Also margin of river between town plat and Mississippi River and reversionary interest in the streets on Southwest/4 said section.	
4035	East/2 Northwest/4 S32 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	32	East/2 Northwest/4		80
4036	Nauvoo:Kimball:1:77:Part South/2:Bounded on East by Fullmer Street; on North by William W. Lae; on West by East line Emily Jacob; on North by line 11 Rods from and parallel to Cutler Street.	town	Nauvoo	Kimball	1	77					Part South/2	Bounded on East by Fullmer Street; on North by William W. Lae; on West by East line Emily Jacob; on North by line 11 Rods from and parallel to Cutler Street.	
4037	Nauvoo:Kimball:1:77::That part of Lot 77 deeded by Phaes and Marian Wells to said Losee on 13 May 1844.	town	Nauvoo	Kimball	1	77						That part of Lot 77 deeded by Phaes and Marian Wells to said Losee on 13 May 1844.	
4038	Nauvoo:Wells:17:4:West/2:	town	Nauvoo	Wells	17	4					West/2		
4039	Nauvoo:Wells:26:1:East/2:	town	Nauvoo	Wells	26	1					East/2		
4040	Southwest/4 S21 T7 North R5 West 4th PM: Beginning at Southeast corner Edward A. Deming land on North side of road LaHarpe to Nauvoo; North on Deming East line 40 Rods; East 20 Rods; South 40 Rods; West 20 Rods to beginning (5 Acres). Also on South side said road 30 Rods East on said road; South 16 Rods; East 10 Rods; North 16 Rods; West 10 Rods (1 Acre).	plss					4th PM	5 West	7 North	21	Southwest/4	Beginning at Southeast corner Edward A. Deming land on North side of road LaHarpe to Nauvoo; North on Deming East line 40 Rods; East 20 Rods; South 40 Rods; West 20 Rods to beginning (5 Acres). Also on South side said road 30 Rods East on said road; South 16 Rods; East 10 Rods; North 16 Rods; West 10 Rods (1 Acre).	6
4041	Nauvoo:Kimball:2:69:West/2:West/2 Lot 69 between Knight and Young streets; sold to R. Beach (Brigham Young..), Block 10, LaHape.	town	Nauvoo	Kimball	2	69					West/2	West/2 Lot 69 between Knight and Young streets; sold to R. Beach (Brigham Young..), Block 10, LaHape.	
4042	Northeast/4 Southwest/4 S35 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	35	Northeast/4 Southwest/4		
4043	Nauvoo:Kimball:2:55::Lying on West side of Warsaw Street; Beginning at Northeast corner of land of Fullmer running West to land of Horne; South to land of Thayer 108 feet; thence East by land of Thayer to center said Street 109 feet; thence North 108 feet to first corner.	town	Nauvoo	Kimball	2	55						Lying on West side of Warsaw Street; Beginning at Northeast corner of land of Fullmer running West to land of Horne; South to land of Thayer 108 feet; thence East by land of Thayer to center said Street 109 feet; thence North 108 feet to first corner.	
4044	Nauvoo:Kimball:2:55::Beginning at East corner of Lot owned by Bassett, in the center of Warsaw Street 100 feet; South 45 feet; East 109 feet; North 45 feet to beginning.	town	Nauvoo	Kimball	2	55						Beginning at East corner of Lot owned by Bassett, in the center of Warsaw Street 100 feet; South 45 feet; East 109 feet; North 45 feet to beginning.	
4045	Carthage:Carthage:13:1::	town	Carthage	Carthage	13	1							
4046	Southeast/4 Northwest/4 S10 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	10	Southeast/4 Northwest/4		
4047	Southwest/4 S7 T7 North R6 West 4th PM: Excluding 2 Acres of Northwest corner deeded for school purposes. 	plss					4th PM	6 West	7 North	7	Southwest/4	Excluding 2 Acres of Northwest corner deeded for school purposes. 	
4048	North end Northwest/4 S18 T7 North R6 West 4th PM: And a ___ of North end said quarter section; laying parallel with present partition fence.	plss					4th PM	6 West	7 North	18	North end Northwest/4	And a ___ of North end said quarter section; laying parallel with present partition fence.	
4049	Nauvoo:Kimball::3::Beginning Southwest corner Lot 3, Kimball Addition; North 160 feet to White Street; East 330 feet to East line; South 160 feet; West 330 feet to beginning (1 acre). 	town	Nauvoo	Kimball		3						Beginning Southwest corner Lot 3, Kimball Addition; North 160 feet to White Street; East 330 feet to East line; South 160 feet; West 330 feet to beginning (1 acre). 	
4050	Nauvoo:Kimball::66, 67, and 68::Commence Southwest corner Lot 68 on Winchester Street; East 792 feet to Bagby Street; North 107 feet to Mulholland Street; West 792 feet; South 107 feet to beginning.	town	Nauvoo	Kimball		66, 67, and 68						Commence Southwest corner Lot 68 on Winchester Street; East 792 feet to Bagby Street; North 107 feet to Mulholland Street; West 792 feet; South 107 feet to beginning.	
4051	Nauvoo:Kimball:3:1:: description: Beginning on North line Lot 1 at William Pitt corner; South 2 Rods 4 yads; East 14 Rods 3 1/2 yads; North 2 Rods 4 yads; West 14 Rods 3 1/2 yads to beginning.	town	Nauvoo	Kimball	3	1						 description: Beginning on North line Lot 1 at William Pitt corner; South 2 Rods 4 yads; East 14 Rods 3 1/2 yads; North 2 Rods 4 yads; West 14 Rods 3 1/2 yads to beginning.	
4052	South/2 S32 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	32	South/2		
4053	Northwest S36 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	36	Northwest		
4054	Nauvoo:Kimball:2:69::Beginning said corner; East 6 Rods 6 feet; South 19 Rods 5 feet to North side Young Street; West 6 Rods 6 feet; North to beginning.	town	Nauvoo	Kimball	2	69						Beginning said corner; East 6 Rods 6 feet; South 19 Rods 5 feet to North side Young Street; West 6 Rods 6 feet; North to beginning.	
4055	Nauvoo:Kimball Second:24:1:South/2:	town	Nauvoo	Kimball Second	24	1					South/2		
4056	Nauvoo:Kimball Second:5:3:South/2:	town	Nauvoo	Kimball Second	5	3					South/2		
4057	Nauvoo:Kimball Third:5:3:Northwest/4:	town	Nauvoo	Kimball Third	5	3					Northwest/4		
4058	Nauvoo:Kimball Third:5:3:South/2:	town	Nauvoo	Kimball Third	5	3					South/2		
4059	Nauvoo:Kimball Third:5:3:Northwest/4:	town	Nauvoo	Kimball Third	5	3					Northwest/4		
4060	Nauvoo:Hibbard Second:7:4::	town	Nauvoo	Hibbard Second	7	4							
4061	Southeast/4 S17 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	17	Southeast/4		
4062	Southeast/4 S17 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	17	Southeast/4		160
4063	Southwest/4 S29 T6 North R8 West 4th PM: All that part of Southwest/4 Section 29 which lies East of the County road; in consequence of a deed having been lost which was made to Robert Stanford in 1846.	plss					4th PM	8 West	6 North	29	Southwest/4	All that part of Southwest/4 Section 29 which lies East of the County road; in consequence of a deed having been lost which was made to Robert Stanford in 1846.	
4064	Nauvoo:Nauvoo:126:4::Beginning Southeast corner Lot 4; North on Main Street 45 feet to Vasat Lot; West 198 feet; South 45 feet; East on Parley Street 198 feet to beginning.	town	Nauvoo	Nauvoo	126	4						Beginning Southeast corner Lot 4; North on Main Street 45 feet to Vasat Lot; West 198 feet; South 45 feet; East on Parley Street 198 feet to beginning.	
4065	Part Southwest/4 S29 T6 North R8 West 4th PM: Beginning North line said Quarter on East side of Nauvoo-Montebello Road; 3 chains 55 links from Northwest corner; East 22 chains; South 1 degree 5 minutes; West 20.20 chains; North 1 degree 35 minutes; West 21.50 chains to stone in County Road; North 1/4 degree; West 20.27 to beginning.	plss					4th PM	8 West	6 North	29	Part Southwest/4	Beginning North line said Quarter on East side of Nauvoo-Montebello Road; 3 chains 55 links from Northwest corner; East 22 chains; South 1 degree 5 minutes; West 20.20 chains; North 1 degree 35 minutes; West 21.50 chains to stone in County Road; North 1/4 degree; West 20.27 to beginning.	44.09
4066	East/2 Northwest/4 S36 T7 North R9 West 4th PM: 	plss					4th PM	9 West	7 North	36	East/2 Northwest/4		80.5
4067	Northeast S36 T7 North R9 West 4th PM: Commence 20 Rods West Southeast corner on South line of North/2 of West/2 of Northeast/4 Section 36; North 20 ½ Rods; West to 60 Rods; South 20 ½ Rods; East 60 Rods to beginning.	plss					4th PM	9 West	7 North	36	Northeast	Commence 20 Rods West Southeast corner on South line of North/2 of West/2 of Northeast/4 Section 36; North 20 ½ Rods; West to 60 Rods; South 20 ½ Rods; East 60 Rods to beginning.	7.5
4068	Southeast/4 S30 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	30	Southeast/4		160
4069	North/2 Southeast/4 S30 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	30	North/2 Southeast/4		
4070	Nauvoo:Kimball:3:4 and 5::Except ½ Acre in Southeast corner of Lot 4; ½ Acre in Northeast corner of Lot 4.	town	Nauvoo	Kimball	3	4 and 5						Except ½ Acre in Southeast corner of Lot 4; ½ Acre in Northeast corner of Lot 4.	
4071	Nauvoo:Wells:25:3:Front:	town	Nauvoo	Wells	25	3					Front		
4072	Nauvoo:Kimball:6:27::	town	Nauvoo	Kimball	6	27							
4073	Nauvoo:Kimball:10:1-8::	town	Nauvoo	Kimball	10	1-8							
4074	Nauvoo:Kimball:8:1::	town	Nauvoo	Kimball	8	1							
4075	Nauvoo:Nauvoo:122:3::	town	Nauvoo	Nauvoo	122	3							
4076	Nauvoo:Nauvoo:142:1::	town	Nauvoo	Nauvoo	142	1							
4077	Nauvoo:Wells:6:3::	town	Nauvoo	Wells	6	3							
4078	Nauvoo:Kimball:2:57::Beginning Southeast corner Lot 57; Westely along South line Lot 57; 12 3/4 Rods; North to center White Street 13 Rods 21 links; East 10 Rods to East line; South 20 Rods to beginning.	town	Nauvoo	Kimball	2	57						Beginning Southeast corner Lot 57; Westely along South line Lot 57; 12 3/4 Rods; North to center White Street 13 Rods 21 links; East 10 Rods to East line; South 20 Rods to beginning.	1 acre 27 Rods
4079	Nauvoo:Kimball:2:57::Commence center Ripley Street; South on East line 12 1/2 Rods; West 4 Rods; North to center Ripley Street; East 4 Rods to beginning.	town	Nauvoo	Kimball	2	57						Commence center Ripley Street; South on East line 12 1/2 Rods; West 4 Rods; North to center Ripley Street; East 4 Rods to beginning.	1/4
4080	West side Southeast/4 Northwest/4 S19 T4 North R7 West 4th PM: 	plss					4th PM	7 West	4 North	19	West side Southeast/4 Northwest/4		12.92
4081	Nauvoo:Hyrum Smith:1:1::Commence 49 feet West from Northeast corner West 49 feet; South 100 feet; East 49 feet; North 100 feet to beginning.	town	Nauvoo	Hyrum Smith	1	1						Commence 49 feet West from Northeast corner West 49 feet; South 100 feet; East 49 feet; North 100 feet to beginning.	
4082	Nauvoo:Nauvoo:126:4::Beginning 84 feet 4 ½ inches from Southeast corner Lot 4; North 16 feet; West 198 feet; South 16 feet; East 198 feet to beginning.	town	Nauvoo	Nauvoo	126	4						Beginning 84 feet 4 ½ inches from Southeast corner Lot 4; North 16 feet; West 198 feet; South 16 feet; East 198 feet to beginning.	
4083	Nauvoo:Nauvoo:108:1::Commence Northwest corner Lot 1, Block 108; East 8 Rods; South 11 Rods; West 5 Rods; North 11 Rods to beginning (contains 88 Rods)	town	Nauvoo	Nauvoo	108	1						Commence Northwest corner Lot 1, Block 108; East 8 Rods; South 11 Rods; West 5 Rods; North 11 Rods to beginning (contains 88 Rods)	
4084	Nauvoo:Nauvoo:108:2::Commence Northwest corner Lot 2, Block 108; South 50 feet; East 50 feet; North 50 feet; West 50 feet to beginning.	town	Nauvoo	Nauvoo	108	2						Commence Northwest corner Lot 2, Block 108; South 50 feet; East 50 feet; North 50 feet; West 50 feet to beginning.	
4085	Nauvoo:Nauvoo:108:1::Commence Northwest corner Lot 1; 8 Rods East/West by 11 Rods North/South.	town	Nauvoo	Nauvoo	108	1						Commence Northwest corner Lot 1; 8 Rods East/West by 11 Rods North/South.	88 square Rods
4086	Nauvoo:Nauvoo:108:1::Commencing Northeast corner Lot 1; 11 Rods North/South by 4 Rods East/West.	town	Nauvoo	Nauvoo	108	1						Commencing Northeast corner Lot 1; 11 Rods North/South by 4 Rods East/West.	
4087	Southeast/4 S33 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	33	Southeast/4		
4088	Nauvoo:Hibbard:2:2:North/2 of fractional Lot:	town	Nauvoo	Hibbard	2	2					North/2 of fractional Lot		
4089	Northeast/4 Northwest/4 S5 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	5	Northeast/4 Northwest/4		
4090	Nauvoo:Kimball:3:6::All said Lot that lies North of center of Ripley Street, being about 10 Rods East/West and about 65 feet North/South, including that appropriated to adjust streets in conformity with original plot and City Survey.	town	Nauvoo	Kimball	3	6						All said Lot that lies North of center of Ripley Street, being about 10 Rods East/West and about 65 feet North/South, including that appropriated to adjust streets in conformity with original plot and City Survey.	
4091	Carthage:Carthage:13:1::	town	Carthage	Carthage	13	1							
4092	Northeast/4 S13 T4 North R8 West 4th PM: Beginning 76 1/3 Rods West from Southeast corner of Northeast/4 Section 13; North 60 Rods; West 53 2/3 Rods; South 60 Rods; East 53 2/3 Rods.	plss					4th PM	8 West	4 North	13	Northeast/4	Beginning 76 1/3 Rods West from Southeast corner of Northeast/4 Section 13; North 60 Rods; West 53 2/3 Rods; South 60 Rods; East 53 2/3 Rods.	
4093	Nauvoo:Hibbard:13:2::	town	Nauvoo	Hibbard	13	2							
4094	Nauvoo:Nauvoo:148:4::Commence 40 feet from Northeast corner; South 22 feet on Main Street; West 198 feet; North 22 feet; East 198 feet to beginning.	town	Nauvoo	Nauvoo	148	4						Commence 40 feet from Northeast corner; South 22 feet on Main Street; West 198 feet; North 22 feet; East 198 feet to beginning.	
4095	40 Acres off East end South/2 Southeast/4 S28 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	28	40 Acres off East end South/2 Southeast/4		40
4096	Nauvoo:Nauvoo:91:4::	town	Nauvoo	Nauvoo	91	4							
4097	Nauvoo:Nauvoo:91:4::	town	Nauvoo	Nauvoo	91	4							
4098	East/2 Northwest/4 S32 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	32	East/2 Northwest/4		80
4099	East/2 Northwest/4 S32 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	32	East/2 Northwest/4		80
4100	East/2 Northwest/4 S32 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	32	East/2 Northwest/4		80
4101	Nauvoo:Nauvoo:135:3::	town	Nauvoo	Nauvoo	135	3							
4102	Nauvoo:Nauvoo:152:1 and 2::	town	Nauvoo	Nauvoo	152	1 and 2							
4103	Nauvoo:Nauvoo:149:1, 2, 3 and 4::	town	Nauvoo	Nauvoo	149	1, 2, 3 and 4							
4104	Nauvoo:Nauvoo:142:1, 2, 3 and 4::	town	Nauvoo	Nauvoo	142	1, 2, 3 and 4							
4105	Nauvoo:Nauvoo:158:1, 2, 3 and 4::	town	Nauvoo	Nauvoo	158	1, 2, 3 and 4							
4106	Nauvoo:Nauvoo:159:1, 2, 3 and 4::	town	Nauvoo	Nauvoo	159	1, 2, 3 and 4							
4107	Nauvoo:Nauvoo:145:1, 2, 3 and 4::	town	Nauvoo	Nauvoo	145	1, 2, 3 and 4							
4108	East/2 Southwest/4 S4 T7 North R6 West 4th PM: 	plss					4th PM	6 West	7 North	4	East/2 Southwest/4		
4109	Southeast S30 T7 North R8 West 4th PM: A long list of tracts--complicated description.	plss					4th PM	8 West	7 North	30	Southeast	A long list of tracts--complicated description.	
4110	 S36 T7 North R9 West 4th PM: Beginning Northeast corner of land deeded to William Parks; North 11 Rods; West 8 Rods 5 feet; South 11 Rods; East to beginning (probably in South/2 of Northwest/4).	plss					4th PM	9 West	7 North	36		Beginning Northeast corner of land deeded to William Parks; North 11 Rods; West 8 Rods 5 feet; South 11 Rods; East to beginning (probably in South/2 of Northwest/4).	
4111	Southeast/4 Southwest/4 S24 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	24	Southeast/4 Southwest/4		30
4112	Nauvoo:Hyrum Smith:8:1 and 4::	town	Nauvoo	Hyrum Smith	8	1 and 4							
4113	Nauvoo:Nauvoo:125:2:North/2 North/2:Deductig 40 feet off East end of said North/2 North/2 said Lot.	town	Nauvoo	Nauvoo	125	2					North/2 North/2	Deductig 40 feet off East end of said North/2 North/2 said Lot.	
4114	Nauvoo:Nauvoo:125:2:South/2:	town	Nauvoo	Nauvoo	125	2					South/2		
4115	Nauvoo:Hyrum Smith:8:2::	town	Nauvoo	Hyrum Smith	8	2							
4116	Nauvoo:Hyrum Smith:9:1::As much more land joining said lot on East as will mark it equally as large as the other lots. (Contains 132 Rods).	town	Nauvoo	Hyrum Smith	9	1						As much more land joining said lot on East as will mark it equally as large as the other lots. (Contains 132 Rods).	
4117	Nauvoo:Hyrum Smith:8:1, 2, 3, and 4::	town	Nauvoo	Hyrum Smith	8	1, 2, 3, and 4							
4118	Nauvoo:Hyrum Smith:9:1 and 4 ::And as much more land joining Lots 1 and 4, Block 9 and Lots 1 and 4 in Block 5 (8) as all make them equally as large as the other Lots, which contain 132 Rods.	town	Nauvoo	Hyrum Smith	9	1 and 4 						And as much more land joining Lots 1 and 4, Block 9 and Lots 1 and 4 in Block 5 (8) as all make them equally as large as the other Lots, which contain 132 Rods.	
4119	Nauvoo:Nauvoo:125:2::	town	Nauvoo	Nauvoo	125	2							
4120	Nauvoo:Nauvoo:125:2 ::	town	Nauvoo	Nauvoo	125	2 							
4121	Nauvoo:Nauvoo:125:2:South/2:Excluding Northwest corner; 25 feet North/South by 100 feet East/West. Except 2500 ft of ground in the Northwest corner. Bounded 25 feet from the Northwest corner. East 100 feet in parallel line with North line of said lot. Deeded by Makham to Dwight Eveleth and George W. Couse.	town	Nauvoo	Nauvoo	125	2					South/2	Excluding Northwest corner; 25 feet North/South by 100 feet East/West. Except 2500 ft of ground in the Northwest corner. Bounded 25 feet from the Northwest corner. East 100 feet in parallel line with North line of said lot. Deeded by Makham to Dwight Eveleth and George W. Couse.	
4122	Nauvoo:Nauvoo:69:2::	town	Nauvoo	Nauvoo	69	2							
4123	East/2 Northwest/4 S12 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	12	East/2 Northwest/4		
4124	Part Northeast/4 S7 T6 North R8 West 4th PM: Beginning 15 Rods South of Northeast corner of land owned by Winslow Farr; Northwest corner of land owned by William Marks and is in East/2 of Northeast/4 and Section 7; South 25 Rods; East 27 Rods; North 25 Rods; West 27 Rods to beginning.	plss					4th PM	8 West	6 North	7	Part Northeast/4	Beginning 15 Rods South of Northeast corner of land owned by Winslow Farr; Northwest corner of land owned by William Marks and is in East/2 of Northeast/4 and Section 7; South 25 Rods; East 27 Rods; North 25 Rods; West 27 Rods to beginning.	4 acres 35 rods
4125	Northwest/4 S17 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	17	Northwest/4		
4126	Nauvoo:Nauvoo:79:4::Commence Southeast corner Lot 4; North 11 Rods; West 4 Rods 16 links; South 11 Rods; East 4 Rods 16 links to beginning.	town	Nauvoo	Nauvoo	79	4						Commence Southeast corner Lot 4; North 11 Rods; West 4 Rods 16 links; South 11 Rods; East 4 Rods 16 links to beginning.	
4127	Northwest/4 S17 T6 North R8 West 4th PM: Strip of land lying on West end of a 100 Acres; said Marks previously deeded to Harmon Cutler running whole width of said quarter section.	plss					4th PM	8 West	6 North	17	Northwest/4	Strip of land lying on West end of a 100 Acres; said Marks previously deeded to Harmon Cutler running whole width of said quarter section.	17
4128	Nauvoo:Nauvoo:149:4::	town	Nauvoo	Nauvoo	149	4							
4129	Northwest/4 S17 T6 North R8 West 4th PM: Commence Southeast corner land deeded by me to Joseph McKinley in 1844; South 6 chains; West 11 chains 38 links to West line said quarter; North 6 chains; East to beginning.	plss					4th PM	8 West	6 North	17	Northwest/4	Commence Southeast corner land deeded by me to Joseph McKinley in 1844; South 6 chains; West 11 chains 38 links to West line said quarter; North 6 chains; East to beginning.	
4130	Southwest/4 S5 T6 North R8 West 4th PM: Beginning 49 Rods and 14 links North of Southwest corner of Southwest/4 Section 5; North 113 1/2 Rods; East 65 Rods; South 113 1/2 Rods; West 65 Rods to beginning.	plss					4th PM	8 West	6 North	5	Southwest/4	Beginning 49 Rods and 14 links North of Southwest corner of Southwest/4 Section 5; North 113 1/2 Rods; East 65 Rods; South 113 1/2 Rods; West 65 Rods to beginning.	46 Acres and 17.5 Rods
4131	Southwest/4  S5 T6 North R8 West 4th PM: Beginning 49 Rods and 14 links North of Southwest corner of Southwest/4, Section 5; North 113 1/2 Rods; East 65 Rods; South 113 1/2 Rods; West 65 Rods to beginning.	plss					4th PM	8 West	6 North	5	Southwest/4 	Beginning 49 Rods and 14 links North of Southwest corner of Southwest/4, Section 5; North 113 1/2 Rods; East 65 Rods; South 113 1/2 Rods; West 65 Rods to beginning.	46 Acres 17 ½ Rods
4132	Northwest/4 S17 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	17	Northwest/4		160
4133	Nauvoo:Nauvoo:141:1::	town	Nauvoo	Nauvoo	141	1							
4134	East/2 Northeast/4 S6 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	6	East/2 Northeast/4		
4135	West/2 Northwest/4 S5 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	5	West/2 Northwest/4		
4136	East/2 Northeast/4 S6 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	6	East/2 Northeast/4		
4137	West/2 Northwest/4 S5 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	5	West/2 Northwest/4		
4138	Nauvoo:Wells:18:2::	town	Nauvoo	Wells	18	2							
4139	Nauvoo:Kimball:2:27::Commence 130 feet East of Northwest corner Lot 27; East 68 feet on Mulholland Street to Northeast corner Lot 27; the East from said corner along Mulholland Street yet 50 feet; South 127 feet; West 118 feet; North to beginning.	town	Nauvoo	Kimball	2	27						Commence 130 feet East of Northwest corner Lot 27; East 68 feet on Mulholland Street to Northeast corner Lot 27; the East from said corner along Mulholland Street yet 50 feet; South 127 feet; West 118 feet; North to beginning.	
4140	West/2 Front S7 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	7	West/2 Front		
4141	Nauvoo:Wells:18:2::	town	Nauvoo	Wells	18	2							
4142	Nauvoo:Wells:18:2 ::Brick store; deed icludes conveyance history.	town	Nauvoo	Wells	18	2 						Brick store; deed icludes conveyance history.	
4143	Nauvoo:Kimball:2:27::Commence 130 feet East of Northwest corner Lot 27; East about 68 feet on Mulholland Street to Northeast corner said Lot 27; thence East from said corner along Mulholland Street yet 50 feet; South 127 feet to South boundary; West 118 feet to North to beginning; deed icludes conveyance history.	town	Nauvoo	Kimball	2	27						Commence 130 feet East of Northwest corner Lot 27; East about 68 feet on Mulholland Street to Northeast corner said Lot 27; thence East from said corner along Mulholland Street yet 50 feet; South 127 feet to South boundary; West 118 feet to North to beginning; deed icludes conveyance history.	
4144	West/2 of fractional section S7 T6 North R7 West 4th PM: Deed includes conveyance history.	plss					4th PM	7 West	6 North	7	West/2 of fractional section	Deed includes conveyance history.	150
4145	Part Southeast S25 T7 North R8 West 4th PM: For 2 ½ Acres.	plss					4th PM	8 West	7 North	25	Part Southeast	For 2 ½ Acres.	100
4146	Nauvoo:Nauvoo:106:3::	town	Nauvoo	Nauvoo	106	3							
4147	Nauvoo:Nauvoo:105:4::	town	Nauvoo	Nauvoo	105	4							
4148	Northwest/4 Southwest/4 S15 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	15	Northwest/4 Southwest/4		40
4149	Nauvoo:Kimball:2:72::Commence Southeast corner Lot 72; North 7 Rods intersecting Mulholland Street; West 13 Rods; South 7 Rods; East 13 Rods to beginning.	town	Nauvoo	Kimball	2	72						Commence Southeast corner Lot 72; North 7 Rods intersecting Mulholland Street; West 13 Rods; South 7 Rods; East 13 Rods to beginning.	
